Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type,First_Duty_Station,Service,Army_Note
FORT WORTH NAS JRB,"32°47'05.32""N","97°25'42.50""W",14S PB 47168 28524,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/WING_files/WING_FORT_WORTH_NAS_JRB.html,F-35,Active Duty,Yes,USAF,
FRESNO IAP ATM,"36°46'16.00""N","119°42'49.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,,F-15,Active Duty,No,USAF,
FT BLISS AIN,"31°48'0.00""N","106°25'0.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_BLISS_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT CAMPBELL,"36°39'46""N","87°28'37""W",16S DF 57376 57570,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_CAMPBELL.html,,Active Duty,Yes,USAF,Note: Army base websites may be blocked on MissionNet.
FT CARSON,"38°44'14""N","104°47'19""W",13S EC 18372 87637,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_CARSON.html,,Active Duty,Yes,USAF,Note: Army base websites may be blocked on MissionNet.
FT CAVAZOS,"31°08'22""N","97°45'56""W",14R PV 17679 45711,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_CAVAZOS.html,,Active Duty,Yes,USAF,Note: Army base websites may be blocked on MissionNet.
FT DRUM AIN,"44°2'60.00""N","75°43'60.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_DRUM_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT KNOX AIN,"37°53'60.00""N","85°58'60.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_KNOX_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT LEAVENWORTH AIN,"39°21'0.00""N","94°55'0.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_LEAVENWORTH_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT LIBERTY (FT BRAGG),"35°7'60.00""N","78°58'60.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_LIBERTY.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT POLK AIN,"31°1'60.00""N","93°10'60.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,,,Active Duty,No,USAF,
FT RILEY AIN,"39°10'0.00""N","96°49'0.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_RILEY_AIN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
FT RUCKER,"31°20'23""N","85°42'55""W",16R FV 22215 67965,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_RUCKER.html,,Active Duty,Yes,USAF,
FT STEWART,"31°52'05""N","81°36'32""W",17R MR 42404 25972,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_STEWART.html,,Active Duty,Yes,USAF,
GEILENKIRCHEN AB,"50°57'39.00""N","6°2'30.00""E",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_GEILENKIRCHEN_AB.html,E-3,Active Duty,No,USAF,
GOWEN FIELD AIR NATIONAL GUARD BASE,"43°33'52.00""N","116°13'22.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,,A-10,Active Duty,No,USAF,
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,F-15E,Active Duty,Yes,USAF,
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,F-16,Active Duty,Yes,USAF,
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,F-35,Active Duty,Yes,USAF,
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HOLLOMAN_AFB.html,,Active Duty,Yes,USAF,
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HOLLOMAN_AFB.html,F-16,Active Duty,Yes,USAF,
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HOLLOMAN_AFB.html,T-38,Active Duty,Yes,USAF,
HOMESTEAD AIR RESERVE BASE,"25°29'19.00""N","80°23'1.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,,F-16,Active Duty,No,USAF,
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,,Active Duty,Yes,USAF,
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,C-130J,Active Duty,Yes,USAF,
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,CV-22,Active Duty,Yes,USAF,
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,U-2,Active Duty,Yes,USAF,
INCIRLIK AB,"37°00'12""N","35°26'02""E",36S YF 16566 98011,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_INCIRLIK_AB.html,,Active Duty,Yes,USAF,
ISTRES LE TUBE ABS,"43°31'22.00""N","4°55'26.00""E",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,,,Active Duty,No,USAF,
JACKSONVILLE IAP,"30°29'39.00""N","81°41'16.00""W",,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,,F-15,Active Duty,No,USAF,
JB CHARLESTON,"32°53'29""N","80°04'03""W",17S NS 87218 39631,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_CHARLESTON.html,C-17,Active Duty,Yes,USAF,
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,,Active Duty,Yes,USAF,
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,C-12,Active Duty,Yes,USAF,
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,C-17,Active Duty,Yes,USAF,
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,E-3,Active Duty,Yes,USAF,
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,F-22,Active Duty,Yes,USAF,
JB LANGLEY-EUSTIS,"37°05'00""N","76°21'33""W",18S UG 79195 04980,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LANGLEY-EUSTIS.html,,Active Duty,Yes,USAF,
JB LANGLEY-EUSTIS,"37°05'00""N","76°21'33""W",18S UG 79195 04980,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LANGLEY-EUSTIS.html,F-22,Active Duty,Yes,USAF,
JB LEWIS-MCCHORD,"47°05'30""N","122°36'53""W",10T ET 29240 15422,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LEWIS-MCCHORD.html,,Active Duty,Yes,USAF,
JB LEWIS-MCCHORD,"47°05'30""N","122°36'53""W",10T ET 29240 15422,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LEWIS-MCCHORD.html,C-17,Active Duty,Yes,USAF,
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,,Active Duty,Yes,USAF,
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,C-130J,Active Duty,Yes,USAF,
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,C-17,Active Duty,Yes,USAF,
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,C-5,Active Duty,Yes,USAF,
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,KC-135,Active Duty,Yes,USAF,
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,KC-46,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,C-17,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,C-37,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,F-16,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,F-22,Active Duty,Yes,USAF,
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,,Active Duty,Yes,USAF,
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,C-5,Active Duty,Yes,USAF,
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty,Yes,USAF,
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,T-38,Active Duty,Yes,USAF,
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,T-6,Active Duty,Yes,USAF,
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,T-7,Active Duty,Yes,USAF,
JOE FOSS FIELD,"43°34'20.99""N","96°44'36.80""W",14T PP 82204 26866,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/WING_files/WING_JOE_FOSS_FIELD.html,F-16,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,C-130J,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,E-3,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,F-15,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,HH-60,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,KC-135,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,RC-135,Active Duty,Yes,USAF,
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty,Yes,USAF,
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,C-130J,Active Duty,Yes,USAF,
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,CV-22,Active Duty,Yes,USAF,
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,HH-60,Active Duty,Yes,USAF,
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,UH-1N,Active Duty,Yes,USAF,
KUNSAN AB,"35°55'09""N","126°37'54""E",52S BE 86310 77574,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KUNSAN_AB.html,F-16,Active Duty,Yes,USAF,
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAKENHEATH_RAF.html,F-15,Active Duty,Yes,USAF,
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAKENHEATH_RAF.html,F-15E,Active Duty,Yes,USAF,
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAKENHEATH_RAF.html,F-35,Active Duty,Yes,USAF,
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAUGHLIN_AFB.html,,Active Duty,Yes,USAF,
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAUGHLIN_AFB.html,T-1,Active Duty,Yes,USAF,
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAUGHLIN_AFB.html,T-38,Active Duty,Yes,USAF,
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,PILOT,PILOT (11X),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/11XX.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAUGHLIN_AFB.html,T-6,Active Duty,Yes,USAF,
