Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type,First_Duty_Station,Service,Army_Note
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty,Yes,USAF,
YOKOTA AB,"35°44'35""N","139°20'23""E",54S UE 49872 56720,13M,13M (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_YOKOTA_AB.html,,Active Duty,Yes,USAF,
BARKSDALE AFB,"32°29'45""N","93°40'21""W",15S VR 36822 95596,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BARKSDALE_AFB.html,,Active Duty,Yes,USAF,
CP SMITH MGI,"21°22'0.00""N","157°55'0.00""W",,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,,,Active Duty,No,USAF,
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty,Yes,USAF,
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FE_WARREN_AFB.html,,Active Duty,Yes,USAF,
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_GEORGE_G_MEADE.html,,Active Duty,Yes,USAF,
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty,Yes,USAF,
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty,Yes,USAF,
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty,Yes,USAF,
MALMSTROM AFB,"47°30'17""N","111°10'56""W",12T VT 86277 61270,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MALMSTROM_AFB.html,,Active Duty,Yes,USAF,
MAXWELL-GUNTER AFB,"32°22'43""N","86°21'44""W",16S EA 59993 82581,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MAXWELL-GUNTER_AFB.html,,Active Duty,Yes,USAF,
MCCONNELL AFB,"37°37'51""N","97°15'06""W",14S PG 54271 66293,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MCCONNELL_AFB.html,,Active Duty,Yes,USAF,
MINOT AFB,"48°25'13""N","101°19'36""W",14U LU 27861 65629,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MINOT_AFB.html,,Active Duty,Yes,USAF,
NORFOLK NAS,"36°56'15.00""N","76°17'21.00""W",,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,,,Active Duty,No,USAF,
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty,Yes,USAF,
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty,Yes,USAF,
RAMSTEIN AB,"49°26'23""N","7°35'47""E",32U LV 98244 77286,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_RAMSTEIN_AB.html.html,,Active Duty,Yes,USAF,
VANDENBERG SFB,"34°44'31""N","120°34'20""W",10S GD 22255 47110,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANDENBERG_SFB.html,,Active Duty,Yes,USAF,
WHITEMAN AFB,"38°43'44""N","93°33'37""W",15S VC 51299 86840,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WHITEMAN_AFB.html,,Active Duty,Yes,USAF,
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,13N,13N (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty,Yes,USAF,
ANDREWS JB,"38°47'46""N","76°53'00""W",18S UH 36445 95835,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDREWS_JB.html,,Active Duty,Yes,USAF,
BARKING SANDS COM,"21°1'0.00""N","159°46'60.00""W",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,,,Active Duty,No,USAF,
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty,Yes,USAF,
BUCKLEY SFB,"39°42'09""N","104°45'29""W",13S ED 20741 94766,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BUCKLEY_SFB.html,,Active Duty,Yes,USAF,
CAPE CANAVERAL SFS,"28°29'19""N","80°34'22""W",17R NM 41814 51404,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CAPE_CANAVERAL_SFS.html,,Active Duty,Yes,USAF,
CAPE COD SFS,"41°45'8.00""N","70°32'18.00""W",,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CAPE_COD_SFS.html,,Active Duty,No,USAF,
CAVALIER SFS,"48°43'29.00""N","97°53'59.00""W",,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CAVALIER_SFS.html,,Active Duty,No,USAF,
CHEYENNE MOUNTAIN SFS,"38°49'0.00""N","104°32'60.00""W",,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CHEYENNE_MOUNTAIN_SFS.html,,Active Duty,No,USAF,
CLEAR SFS,"64°18'7.00""N","149°7'21.00""W",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,,,Active Duty,No,USAF,
CP KINSER MGI,"26°22'0.00""N","127°47'60.00""E",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,,,Active Duty,No,USAF,
DAHLGREN NYI,"38°19'0.00""N","77°1'60.00""W",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,,,Active Duty,No,USAF,
DAVIS-MONTHAN AFB,"32°10'14""N","110°52'39""W",12S WA 11549 59347,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DAVIS-MONTHAN_AFB.html,,Active Duty,Yes,USAF,
EDWARDS AFB,"34°55'25""N","117°53'29""W",11S MU 18582 64934,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,,Active Duty,Yes,USAF,
EGLIN AFB,"30°27'49""N","86°33'11""W",16R EU 42905 70243,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EGLIN_AFB.html,,Active Duty,Yes,USAF,
FT BELVOIR,"38°43'05""N","77°09'16""W",18S UH 12695 87692,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_BELVOIR.html,,Active Duty,Yes,USAF,
FT BUCKNER AIN,"26°16'60.00""N","127°46'0.00""E",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,,,Active Duty,No,USAF,
FT DETRICK AIN,"39°25'60.00""N","77°20'60.00""W",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,,,Active Duty,No,USAF,
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_GEORGE_G_MEADE.html,,Active Duty,Yes,USAF,
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_GRAND_FORKS_AFB.html,,Active Duty,Yes,USAF,
HOLLOMAN AFB,"32°50'33""N","106°05'55""W",13S CS 97187 34361,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HOLLOMAN_AFB.html,,Active Duty,Yes,USAF,
JB ANACOSTIA-BOLLING,"38°50'29""N","77°01'05""W",18S UJ 24855 01110,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ANACOSTIA-BOLLING.html,,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty,Yes,USAF,
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,,Active Duty,Yes,USAF,
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,,Active Duty,Yes,USAF,
KAPAUN AIR STATION,"49°25'44""N","7°41'53""E",32U MV 05594 75949,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KAPAUN_AIR_STATION.html,,Active Duty,Yes,USAF,
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty,Yes,USAF,
JOHNSON SPACE CENTER,"29°37'0.00""N","95°10'0.00""W",,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/JOHNSON_SPACE_CENTER.html,,Active Duty,No,USAF,
LANDSTUHL (GERMANY),"49°25'0.00""N","7°34'0.00""E",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,,,Active Duty,No,USAF,
LOS ANGELES SFB,"34°0'0.00""N","118°15'0.00""W",,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LOS_ANGELES_SFB.html,,Active Duty,No,USAF,
MACDILL AFB,"27°51'28""N","82°29'19""W",17R LL 53434 82337,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MACDILL_AFB.html,,Active Duty,Yes,USAF,
MAXWELL-GUNTER AFB,"32°22'43""N","86°21'44""W",16S EA 59993 82581,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MAXWELL-GUNTER_AFB.html,,Active Duty,Yes,USAF,
MISAWA AB,"40°41'55""N","141°22'28""E",54T WL 31634 05368,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MISAWA_AB.html,,Active Duty,Yes,USAF,
NELLIS AFB,"36°14'25""N","115°03'14""W",11S PA 74874 12355,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_NELLIS_AFB.html,,Active Duty,Yes,USAF,
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty,Yes,USAF,
OSAN AB,"37°05'19""N","127°01'50""E",52S CG 24960 06516,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,,Active Duty,Yes,USAF,
PATRICK SFB,"28°14'21""N","80°36'26""W",17R NM 38533 23759,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PATRICK_SFB.html,,Active Duty,Yes,USAF,
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty,Yes,USAF,
PETERSON SFB,"38°49'32""N","104°41'58""W",13S EC 26089 97461,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PETERSON_SFB.html,,Active Duty,Yes,USAF,
PITUFFIK SBS,"76°31'52.00""N","68°42'12.00""W",,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PITUFFIK_SBS.html,,Active Duty,No,USAF,
POINT MUGU NAS,"34°7'13.00""N","119°7'15.00""W",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,,,Active Duty,No,USAF,
RAF MENWITH HILL,"54°0'0.00""N","1°33'0.00""W",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,,,Active Duty,No,USAF,
RAMSTEIN AB,"49°26'23""N","7°35'47""E",32U LV 98244 77286,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_RAMSTEIN_AB.html.html,,Active Duty,Yes,USAF,
SCHRIEVER SFB,"38°48'12""N","104°31'32""W",13S EC 41196 95059,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SCHRIEVER_SFB.html,,Active Duty,Yes,USAF,
SIGONELLA NAS,"37°24'6.00""N","14°55'21.00""E",,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SIGONELLA_NAS.html,,Active Duty,No,USAF,
STUTTGART VAIHING (GERMANY),"48°43'60.00""N","9°5'60.00""E",,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_STUTTGART_VAIHINGEN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
USAF ACADEMY,"39°0'0.00""N","104°52'60.00""W",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_USAF_ACADEMY.html,,Active Duty,No,USAF,
VANDENBERG SFB,"34°44'31""N","120°34'20""W",10S GD 22255 47110,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANDENBERG_SFB.html,,Active Duty,Yes,USAF,
WHEELER AAF,"21°29'1.00""N","158°2'23.00""W",,13S,13S (SPACE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/SFSC.html,,,Active Duty,No,USAF,
WHITE SAND MSL RG,"32° 24' 0""N","106° 24' 0""W",13S CR 68334 85636,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WHITE_SAND_MSL_RG.html,,Active Duty,Yes,USAF,
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,13S,13S (SPACE OPERATIONS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty,Yes,USAF,
BARKSDALE AFB,"32°29'45""N","93°40'21""W",15S VR 36822 95596,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BARKSDALE_AFB.html,,Active Duty,Yes,USAF,
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty,Yes,USAF,
CANNON AFB,"34°23'20""N","103°19'05""W",13S FU 54620 06558,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CANNON_AFB.html,,Active Duty,Yes,USAF,
CREECH AFB,"36°34'41""N","115°39'29""W",11S PA 20060 48904,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CREECH_AFB.html,,Active Duty,Yes,USAF,
DAHLGREN NYI,"38°19'0.00""N","77°1'60.00""W",,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,,,Active Duty,No,USAF,
DAVIS-MONTHAN AFB,"32°10'14""N","110°52'39""W",12S WA 11549 59347,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DAVIS-MONTHAN_AFB.html,,Active Duty,Yes,USAF,
DUKE FIELD,"30°38'39.32""N","86°31'42.41""W",16R EU 45183 90272,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/WING_files/WING_DUKE_FIELD.html,,Active Duty,Yes,USAF,
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty,Yes,USAF,
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_GEORGE_G_MEADE.html,,Active Duty,Yes,USAF,
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,,Active Duty,Yes,USAF,
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,,Active Duty,Yes,USAF,
JB LANGLEY-EUSTIS,"37°05'00""N","76°21'33""W",18S UG 79195 04980,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LANGLEY-EUSTIS.html,,Active Duty,Yes,USAF,
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty,Yes,USAF,
JBSA LACKLAND,"29°23'14""N","98°37'16""W",14R NT 36765 50947,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_LACKLAND.html,,Active Duty,Yes,USAF,
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,,Active Duty,Yes,USAF,
LITTLE ROCK AFB,"34°53'47""N","92°08'38""W",15S WU 78220 61887,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LITTLE_ROCK_AFB.html,,Active Duty,Yes,USAF,
MACDILL AFB,"27°51'28""N","82°29'19""W",17R LL 53434 82337,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MACDILL_AFB.html,,Active Duty,Yes,USAF,
MILDENHALL RAF,"52°21'45""N","0°30'14""E",31U CU 30041 04290,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MILDENHALL_RAF.html,,Active Duty,Yes,USAF,
MOODY AFB,"30°58'12""N","83°11'47""W",17R KQ 90229 28346,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOODY_AFB.html,,Active Duty,Yes,USAF,
NELLIS AFB,"36°14'25""N","115°03'14""W",11S PA 74874 12355,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_NELLIS_AFB.html,,Active Duty,Yes,USAF,
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty,Yes,USAF,
OSAN AB,"37°05'19""N","127°01'50""E",52S CG 24960 06516,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,,Active Duty,Yes,USAF,
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty,Yes,USAF,
RAMSTEIN AB,"49°26'23""N","7°35'47""E",32U LV 98244 77286,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_RAMSTEIN_AB.html.html,,Active Duty,Yes,USAF,
ROBINS AFB,"32°38'23""N","83°35'30""W",17S KS 56883 14314,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ROBINS_AFB.html,,Active Duty,Yes,USAF,
SCOTT AFB,"38°32'29""N","89°51'18""W",16S BH 51169 69750,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SCOTT_AFB.html,,Active Duty,Yes,USAF,
STUTTGART VAIHING (GERMANY),"48°43'60.00""N","9°5'60.00""E",,14F,14F (INFORMATION OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/14F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_STUTTGART_VAIHINGEN.html,,Active Duty,No,USAF,Note: Army base websites may be blocked on MissionNet.
