Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type,First_Duty_Station
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046Y3A,"APRN, WOMEN''S HEALTH CARE NURSE PRACTITIONER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046Y3A,"APRN, WOMEN''S HEALTH CARE NURSE PRACTITIONER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046Y3A,"APRN, WOMEN''S HEALTH CARE NURSE PRACTITIONER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046Y3M,"APRN, CERTIFIED REGISTERED NURSE ANESTHETIST",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046Y3M,"APRN, CERTIFIED REGISTERED NURSE ANESTHETIST",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046Y3M,"APRN, CERTIFIED REGISTERED NURSE ANESTHETIST",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046Y3M,"APRN, CERTIFIED REGISTERED NURSE ANESTHETIST",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,046Y3M,"APRN, CERTIFIED REGISTERED NURSE ANESTHETIST",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,047G3A,"DENTIST, COMPREHENSIVE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,047G3A,"DENTIST, COMPREHENSIVE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,047G3A,"DENTIST, COMPREHENSIVE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,047G3A,"DENTIST, COMPREHENSIVE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,047G3A,"DENTIST, COMPREHENSIVE",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,047G3C,"DENTIST, GENERAL CLINICAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,048R3,RESIDENCY TRAINED FLIGHT SURGEON,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,051J3,JUDGE ADVOCATE,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Reserve,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Reserve,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Reserve,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Reserve,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,052R3,CHAPLAIN,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Reserve,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,065F3,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,065F3,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,065F3,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,065F3,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,065F3,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,065F4,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,065F4,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,065F4,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,065F4,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,065F4,FINANCIAL MGT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,071S3,SPECIAL INVESTIGATIONS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,071S3,SPECIAL INVESTIGATIONS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,071S3,SPECIAL INVESTIGATIONS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,071S3,SPECIAL INVESTIGATIONS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,071S3,SPECIAL INVESTIGATIONS,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,086M0,OPERATIONS MANAGEMENT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,086M0,OPERATIONS MANAGEMENT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,086M0,OPERATIONS MANAGEMENT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,086M0,OPERATIONS MANAGEMENT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,086M0,OPERATIONS MANAGEMENT,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088A0,AIDE-DE-CAMP,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088A0,AIDE-DE-CAMP,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088A0,AIDE-DE-CAMP,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088A0,AIDE-DE-CAMP,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088A0,AIDE-DE-CAMP,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088B0,PROTOCOL OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088B0,PROTOCOL OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088B0,PROTOCOL OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088B0,PROTOCOL OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088B0,PROTOCOL OFFICER,,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088C0,SEXUAL ASSAULT RESPONSE COORDINATOR  (SARC),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088C0,SEXUAL ASSAULT RESPONSE COORDINATOR  (SARC),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088C0,SEXUAL ASSAULT RESPONSE COORDINATOR  (SARC),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088C0,SEXUAL ASSAULT RESPONSE COORDINATOR  (SARC),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,088C0,SEXUAL ASSAULT RESPONSE COORDINATOR  (SARC),,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,C013S3D,"COMMANDER, SPACE OPERATIONS, SPACE BATTLE MANAGEMENT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,C013S3D,"COMMANDER, SPACE OPERATIONS, SPACE BATTLE MANAGEMENT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,C013S3D,"COMMANDER, SPACE OPERATIONS, SPACE BATTLE MANAGEMENT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,C013S3D,"COMMANDER, SPACE OPERATIONS, SPACE BATTLE MANAGEMENT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,C013S3D,"COMMANDER, SPACE OPERATIONS, SPACE BATTLE MANAGEMENT",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,D041A3,"ADV LOGISTICS OFFICER CRS GRAD, HEALTHCARE ADMIN",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,D041A3,"ADV LOGISTICS OFFICER CRS GRAD, HEALTHCARE ADMIN",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,D041A3,"ADV LOGISTICS OFFICER CRS GRAD, HEALTHCARE ADMIN",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,D041A3,"ADV LOGISTICS OFFICER CRS GRAD, HEALTHCARE ADMIN",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,D041A3,"ADV LOGISTICS OFFICER CRS GRAD, HEALTHCARE ADMIN",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,J019Z3B,"PARACHUTIST, SPECIAL WARFARE, QUALIFIED, TACTICAL AIR CONTROL PARTY OFFICER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,J019Z3B,"PARACHUTIST, SPECIAL WARFARE, QUALIFIED, TACTICAL AIR CONTROL PARTY OFFICER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,J019Z3B,"PARACHUTIST, SPECIAL WARFARE, QUALIFIED, TACTICAL AIR CONTROL PARTY OFFICER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,J019Z3B,"PARACHUTIST, SPECIAL WARFARE, QUALIFIED, TACTICAL AIR CONTROL PARTY OFFICER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,J019Z3B,"PARACHUTIST, SPECIAL WARFARE, QUALIFIED, TACTICAL AIR CONTROL PARTY OFFICER",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,K011F3H,"INSTRUCTOR, FIGHTER PILOT, F-16",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,K011F3H,"INSTRUCTOR, FIGHTER PILOT, F-16",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,K011F3H,"INSTRUCTOR, FIGHTER PILOT, F-16",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,K011F3H,"INSTRUCTOR, FIGHTER PILOT, F-16",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,K011F3H,"INSTRUCTOR, FIGHTER PILOT, F-16",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,K013B3C,"INSTRUCTOR, AIR BATTLE MANAGER, BMC2",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,K013B3C,"INSTRUCTOR, AIR BATTLE MANAGER, BMC2",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,K013B3C,"INSTRUCTOR, AIR BATTLE MANAGER, BMC2",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,K013B3C,"INSTRUCTOR, AIR BATTLE MANAGER, BMC2",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,K013B3C,"INSTRUCTOR, AIR BATTLE MANAGER, BMC2",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q011F3H,"STAND/EVAL, FIGHTER PILOT, F-16",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q011F3H,"STAND/EVAL, FIGHTER PILOT, F-16",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q011F3H,"STAND/EVAL, FIGHTER PILOT, F-16",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q011F3H,"STAND/EVAL, FIGHTER PILOT, F-16",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q011F3H,"STAND/EVAL, FIGHTER PILOT, F-16",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q011F3Y,"STAND/EVAL, FIGHTER PILOT, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q011F3Y,"STAND/EVAL, FIGHTER PILOT, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q011F3Y,"STAND/EVAL, FIGHTER PILOT, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q011F3Y,"STAND/EVAL, FIGHTER PILOT, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-16,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q011F3Y,"STAND/EVAL, FIGHTER PILOT, GENERAL",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,B-52,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q013B3C,"STAND/EVAL, AIR BATTLE MANAGER, BMC2",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,U-2,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q013B3C,"STAND/EVAL, AIR BATTLE MANAGER, BMC2",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,A-10,Active Duty,Yes
OSAN AB,"37°5'19.00""N","127°1'50.00""E",52S CG 24960 06516,Q013B3C,"STAND/EVAL, AIR BATTLE MANAGER, BMC2",,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,F-15,Active Duty,Yes
