Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL,Aircraft,Base_Type
TYNDALL AFB,"30°04'47""N","85°36'26""W",16R FU 34229 28437,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TYNDALL_AFB.html,,Active Duty
USAF ACADEMY,"39°0'0.00""N","104°52'60.00""W",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
VOGELWEH CANTONMT AIN,"49°25'60.00""N","7°43'0.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
"WESTLAKE, TX (USA)","32°59'28.00""N","97°11'42.00""W",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
WHITEMAN AFB,"38°43'44""N","93°33'37""W",15S VC 51299 86840,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WHITEMAN_AFB.html,,Active Duty
WRIGHT-PATTERSON AFB,"39°48'37""N","84°01'55""W",16S GK 54072 10915,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WRIGHT-PATTERSON_AFB.html,,Active Duty
YOKOTA ABS,"35°44'55.00""N","139°20'55.00""E",,71S,71S (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/71S.html,,,Active Duty
COLUMBUS AFB,"33°37'38""N","88°26'51""W",16S CC 65739 21763,92T0,92T0 (PILOT - UPT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_COLUMBUS_AFB.html,,Active Duty
LAUGHLIN AFB,"29°21'21""N","100°46'58""W",14R LT 26940 48730,92T0,92T0 (PILOT - UPT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAUGHLIN_AFB.html,,Active Duty
VANCE AFB,"36°20'21""N","97°54'47""W",14S NF 97544 22116,92T0,92T0 (PILOT - UPT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_VANCE_AFB.html,,Active Duty
SHEPPARD AFB,"33°58'06""N","98°30'38""W",14S NC 45216 58752,92T0E,92T0E (PILOT - EURO-NATO JOINT),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHEPPARD_AFB.html,,Active Duty
FT RUCKER,"31°20'23""N","85°42'55""W",16R FV 22215 67965,92T0H,92T0H (PILOT - HELICOPTER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FT_RUCKER.html,,Active Duty
ALBACETE (SPAIN),"38°57'0.00""N","1°52'0.00""W",,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,,,Active Duty
BARKSDALE AFB,"32°29'45""N","93°40'21""W",15S VR 36822 95596,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BARKSDALE_AFB.html,,Active Duty
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty
BUCKLEY SFB,"39°42'09""N","104°45'29""W",13S ED 20741 94766,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BUCKLEY_SFB.html,,Active Duty
CANNON AFB,"34°23'20""N","103°19'05""W",13S FU 54620 06558,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CANNON_AFB.html,,Active Duty
COLUMBUS AFB,"33°37'38""N","88°26'51""W",16S CC 65739 21763,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_COLUMBUS_AFB.html,,Active Duty
CREECH AFB,"36°34'41""N","115°39'29""W",11S PA 20060 48904,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_CREECH_AFB.html,,Active Duty
DAVIS-MONTHAN AFB,"32°10'14""N","110°52'39""W",12S WA 11549 59347,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DAVIS-MONTHAN_AFB.html,,Active Duty
DUKE FIELD ABS,"30°39'1.00""N","86°31'22.00""W",,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,,,Active Duty
DYESS AFB,"32°25'17""N","99°50'31""W",14S MA 20838 87456,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_DYESS_AFB.html,,Active Duty
EDWARDS AFB,"34°55'25""N","117°53'29""W",11S MU 18582 64934,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,,Active Duty
EGLIN AFB,"30°27'49""N","86°33'11""W",16R EU 42905 70243,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EGLIN_AFB.html,,Active Duty
EIELSON AFB,"64°39'52""N","147°05'45""W",6W VS 95424 71061,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EIELSON_AFB.html,,Active Duty
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_FAIRCHILD_AFB.html,,Active Duty
FT GEORGE MEADE AIN,"39°6'0.00""N","76°43'0.00""W",,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,,,Active Duty
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,,Active Duty
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,,Active Duty
JB LANGLEY-EUSTIS,"37°05'00""N","76°21'33""W",18S UG 79195 04980,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LANGLEY-EUSTIS.html,,Active Duty
JB MCGUIRE-DIX-LAKEHURST,"40°02'15""N","74°35'18""W",18T WK 35120 32000,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_MCGUIRE-DIX-LAKEHURST.html,,Active Duty
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty
JBSA RANDOLPH,"29°31'57""N","98°16'45""W",14R NT 69847 67200,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JBSA_RANDOLPH.html,,Active Duty
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,,Active Duty
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty
LAKENHEATH RAF,"52°23'23""N","0°32'14""E",31U CU 32414 07239,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LAKENHEATH_RAF.html,,Active Duty
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LUKE_AFB.html,,Active Duty
MCCONNELL AFB,"37°37'51""N","97°15'06""W",14S PG 54271 66293,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MCCONNELL_AFB.html,,Active Duty
MILDENHALL RAF,"52°21'45""N","0°30'14""E",31U CU 30041 04290,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MILDENHALL_RAF.html,,Active Duty
MINOT AFB,"48°25'13""N","101°19'36""W",14U LU 27861 65629,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MINOT_AFB.html,,Active Duty
MISAWA AB,"40°41'55""N","141°22'28""E",54T WL 31634 05368,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MISAWA_AB.html,,Active Duty
MOODY AFB,"30°58'12""N","83°11'47""W",17R KQ 90229 28346,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOODY_AFB.html,,Active Duty
MOUNTAIN HOME AFB,"43°03'59""N","115°51'18""W",11T NH 93226 68823,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOUNTAIN_HOME_AFB.html,,Active Duty
NELLIS AFB,"36°14'25""N","115°03'14""W",11S PA 74874 12355,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_NELLIS_AFB.html,,Active Duty
OFFUTT AFB,"41°07'25""N","95°54'52""W",15T TF 55334 56573,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OFFUTT_AFB.html,,Active Duty
OSAN AB,"37°05'19""N","127°01'50""E",52S CG 24960 06516,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,,Active Duty
PATRICK SFB,"28°14'21""N","80°36'26""W",17R NM 38533 23759,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PATRICK_SFB.html,,Active Duty
PENSACOLA NAS,"30° 21' 10""N","87° 16' 5""W",16R DU 74238 57907,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENSACOLA_NAS.html,,Active Duty
PENSACOLA NAS CHE ANX,"30°21'10.00""N","87°16'5.00""W",,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,,,Active Duty
RAMSTEIN AB,"49°26'23""N","7°35'47""E",32U LV 98244 77286,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_RAMSTEIN_AB.html,,Active Duty
ROBINS AFB,"32°38'23""N","83°35'30""W",17S KS 56883 14314,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ROBINS_AFB.html,,Active Duty
SEYMOUR JOHNSON AFB,"35°20'24""N","77°57'41""W",18S TE 30850 14774,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SEYMOUR_JOHNSON_AFB.html,,Active Duty
SHAW AFB,"33°58'02""N","80°29'05""W",17S NT 47603 58641,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_SHAW_AFB.html,,Active Duty
TINKER AFB,"35°25'09""N","97°24'15""W",14S PE 44882 20698,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_TINKER_AFB.html,,Active Duty
USAF ACADEMY,"39°0'0.00""N","104°52'60.00""W",,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,,,Active Duty
WHIDBEY ISLAND NA ABS,"48°21'6.00""N","122°39'22.00""W",,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,,,Active Duty
WHITEMAN AFB,"38°43'44""N","93°33'37""W",15S VC 51299 86840,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_WHITEMAN_AFB.html,,Active Duty
WILL ROGERS AIR NATIONAL GUARD BASE,"35°23'35.00""N","97°36'3.00""W",,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,,,Active Duty
WRIGHT PATTERSON AFB,"39°49'34.00""N","84°2'54.00""W",,92T1,92T1 (COMBAT SYSTEMS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/92T.html,,,Active Duty
AL DHAFRA ABS,"24°14'23.00""N","54°32'58.00""E",,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,,,Active Duty
ANDERSEN AFB,"13°33'46""N","144°55'25""E",55P BR 75307 00327,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ANDERSEN_AFB.html,,Active Duty
AVIANO AB,"46°01'49""N","12°36'41""E",33T UM 15147 00185,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_AVIANO_AB.html,,Active Duty
BARKSDALE AFB,"32°29'45""N","93°40'21""W",15S VR 36822 95596,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BARKSDALE_AFB.html,,Active Duty
BEALE AFB,"39°06'41""N","121°21'35""W",10S FJ 41815 30418,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_BEALE_AFB.html,,Active Duty
EDWARDS AFB,"34°55'25""N","117°53'29""W",11S MU 18582 64934,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EDWARDS_AFB.html,,Active Duty
EGLIN AFB,"30°27'49""N","86°33'11""W",16R EU 42905 70243,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EGLIN_AFB.html,,Active Duty
EIELSON AFB,"64°39'52""N","147°05'45""W",6W VS 95424 71061,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_EIELSON_AFB.html,,Active Duty
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ELLSWORTH_AFB.html,,Active Duty
FT IRWIN AIN,"35°22'60.00""N","116°34'60.00""W",,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,,,Active Duty
GEILENKIRCHEN ABS,"50°57'39.00""N","6°2'30.00""E",,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,,,Active Duty
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HILL_AFB.html,,Active Duty
HURLBURT FIELD,"30°25'23""N","86°41'41""W",16R EU 29317 65704,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_HURLBURT_FIELD.html,,Active Duty
IZMIR (TURKEY),"38°25'0.00""N","27°10'0.00""E",,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,,,Active Duty
JB ANACOSTIA-BOLLING,"38°50'29""N","77°01'05""W",18S UJ 24855 01110,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ANACOSTIA-BOLLING.html,,Active Duty
JB ELMENDORF-RICHARDSON,"61°15'44""N","149°41'53""W",6V UN 55306 94983,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_ELMENDORF-RICHARDSON.html,,Active Duty
JB LANGLEY-EUSTIS,"37°05'00""N","76°21'33""W",18S UG 79195 04980,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LANGLEY-EUSTIS.html,,Active Duty
JB LEWIS-MCCHORD,"47°05'30""N","122°36'53""W",10T ET 29240 15422,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_LEWIS-MCCHORD.html,,Active Duty
JB PEARL HARBOR-HICKAM,"21°20'15""N","157°57'43""W",4Q FJ 07643 59855,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_JB_PEARL_HARBOR-HICKAM.html,,Active Duty
KADENA AB,"26°21'30""N","127°46'20""E",52R CQ 77496 15950,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KADENA_AB.html,,Active Duty
KIRTLAND AFB,"35°00'39""N","106°30'44""W",13S CU 62019 75289,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_KIRTLAND_AFB.html,,Active Duty
LUKE AFB,"33°32'22""N","112°22'32""W",12S UC 72284 11939,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_LUKE_AFB.html,,Active Duty
MCCONNELL AFB,"37°37'51""N","97°15'06""W",14S PG 54271 66293,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MCCONNELL_AFB.html,,Active Duty
MISAWA AB,"40°41'55""N","141°22'28""E",54T WL 31634 05368,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MISAWA_AB.html,,Active Duty
MOUNTAIN HOME AFB,"43°03'59""N","115°51'18""W",11T NH 93226 68823,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_MOUNTAIN_HOME_AFB.html,,Active Duty
NELLIS AFB,"36°14'25""N","115°03'14""W",11S PA 74874 12355,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_NELLIS_AFB.html,,Active Duty
NO BAY ASN,"46°22'0.00""N","79°25'0.00""W",,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,,,Active Duty
OSAN AB,"37°05'19""N","127°01'50""E",52S CG 24960 06516,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_OSAN_AB.html,,Active Duty
PENTAGON,"38°52'15""N","77°03'21""W",18S UJ 21650 04451,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PENTAGON.html,,Active Duty
PETERSON SFB,"38°49'32""N","104°41'58""W",13S EC 26089 97461,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_PETERSON_SFB.html,,Active Duty
POGGIO RENATICO (ITALY),"44°46'0.00""N","11°28'60.00""E",,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,,,Active Duty
RAMSTEIN AB,"49°26'23""N","7°35'47""E",32U LV 98244 77286,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_RAMSTEIN_AB.html,,Active Duty
ROBINS AFB,"32°38'23""N","83°35'30""W",17S KS 56883 14314,92T2,92T2 (AIR BATTLE MANAGER),https://paladindanse111.github.io/AFSC-PDFs/AFSC_files/13B.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_files/BASE_ROBINS_AFB.html,,Active Duty
