afsc,grd,ilc_title,billet_count,afsc_title
-011B2A,CAPT,DYESS,1,"BOMBER PILOT, B-1"
-011B2A,LT,DYESS,17,"BOMBER PILOT, B-1"
-011B2A,LT,ELLSWORTH,19,"BOMBER PILOT, B-1"
-011B2B,CAPT,WHITEMAN,4,"BOMBER PILOT, B-2"
-011B2B,LT,WHITEMAN,12,"BOMBER PILOT, B-2"
-011B2B,MAJOR,WHITEMAN,1,"BOMBER PILOT, B-2"
-011B2C,CAPT,BARKSDALE,4,"BOMBER PILOT, B-52"
-011B2C,LT,BARKSDALE,44,"BOMBER PILOT, B-52"
-011B2C,LT,MINOT,25,"BOMBER PILOT, B-52"
-011B3A,CAPT,DYESS,2,"BOMBER PILOT, B-1"
-011B3A,CAPT,ELLSWORTH,3,"BOMBER PILOT, B-1"
-011B3A,LT,DYESS,4,"BOMBER PILOT, B-1"
-011B3A,LT,ELLSWORTH,4,"BOMBER PILOT, B-1"
-011B3A,MAJOR,ELLSWORTH,1,"BOMBER PILOT, B-1"
-011B3B,CAPT,EDWARDS,4,"BOMBER PILOT, B-2"
-011B3B,CAPT,WHITEMAN,16,"BOMBER PILOT, B-2"
-011B3B,LT,WHITEMAN,8,"BOMBER PILOT, B-2"
-011B3B,LTCOL,EDWARDS,1,"BOMBER PILOT, B-2"
-011B3B,LTCOL,PALMDALE,1,"BOMBER PILOT, B-2"
-011B3B,LTCOL,WHITEMAN,3,"BOMBER PILOT, B-2"
-011B3B,MAJOR,EDWARDS,1,"BOMBER PILOT, B-2"
-011B3B,MAJOR,MELBOURNE,1,"BOMBER PILOT, B-2"
-011B3B,MAJOR,WHITEMAN,4,"BOMBER PILOT, B-2"
-011B3C,CAPT,BARKSDALE,9,"BOMBER PILOT, B-52"
-011B3C,CAPT,MINOT,8,"BOMBER PILOT, B-52"
-011B3C,LT,BARKSDALE,10,"BOMBER PILOT, B-52"
-011B3C,LT,MINOT,11,"BOMBER PILOT, B-52"
-011B3C,LTCOL,MINOT,1,"BOMBER PILOT, B-52"
-011B3C,MAJOR,BARKSDALE,2,"BOMBER PILOT, B-52"
-011B3Y,CAPT,EDWARDS,2,"BOMBER PILOT, GENERAL"
-011B3Y,CAPT,EGLIN,1,"BOMBER PILOT, GENERAL"
-011B3Y,CAPT,ELLSWORTH,1,"BOMBER PILOT, GENERAL"
-011B3Y,CAPT,JB PRL HBR-HICKAM,1,"BOMBER PILOT, GENERAL"
-011B3Y,LTCOL,DYESS,1,"BOMBER PILOT, GENERAL"
-011B3Y,LTCOL,ELLSWORTH,1,"BOMBER PILOT, GENERAL"
-011B3Y,LTCOL,MINOT,1,"BOMBER PILOT, GENERAL"
-011B3Y,MAJOR,EDWARDS,3,"BOMBER PILOT, GENERAL"
-011B3Y,MAJOR,JB LANGLEY-EUSTIS,1,"BOMBER PILOT, GENERAL"
-011B3Y,MAJOR,MINOT,1,"BOMBER PILOT, GENERAL"
-011B4A,LTCOL,BARKSDALE,2,"BOMBER PILOT, B-1"
-011B4A,LTCOL,JBAB BOLLING,1,"BOMBER PILOT, B-1"
-011B4A,LTCOL,PENTAGON,1,"BOMBER PILOT, B-1"
-011B4B,LTCOL,BARKSDALE,3,"BOMBER PILOT, B-2"
-011B4B,MAJOR,BARKSDALE,3,"BOMBER PILOT, B-2"
-011B4B,MAJOR,DAVIS-MONTHAN,1,"BOMBER PILOT, B-2"
-011B4B,MAJOR,PENTAGON,1,"BOMBER PILOT, B-2"
-011B4B,MAJOR,SHAW,1,"BOMBER PILOT, B-2"
-011B4C,MAJOR,BARKSDALE,1,"BOMBER PILOT, B-52"
-011B4C,MAJOR,JBAB BOLLING,1,"BOMBER PILOT, B-52"
-011B4C,MAJOR,PENTAGON,1,"BOMBER PILOT, B-52"
-011B4Y,CAPT,BARKSDALE,2,"BOMBER PILOT, GENERAL"
-011B4Y,CAPT,JB PRL HBR-HICKAM,1,"BOMBER PILOT, GENERAL"
-011B4Y,CAPT,JBSA RANDOLPH,2,"BOMBER PILOT, GENERAL"
-011B4Y,CAPT,PENTAGON,1,"BOMBER PILOT, GENERAL"
-011B4Y,COL,BARKSDALE,7,"BOMBER PILOT, GENERAL"
-011B4Y,COL,KIRTLAND,1,"BOMBER PILOT, GENERAL"
-011B4Y,COL,OFFUTT,4,"BOMBER PILOT, GENERAL"
-011B4Y,COL,PENTAGON,5,"BOMBER PILOT, GENERAL"
-011B4Y,COL,RAMSTEIN,1,"BOMBER PILOT, GENERAL"
-011B4Y,LTCOL,BARKSDALE,10,"BOMBER PILOT, GENERAL"
-011B4Y,LTCOL,BRUNSSUM,1,"BOMBER PILOT, GENERAL"
-011B4Y,LTCOL,JB LANGLEY-EUSTIS,1,"BOMBER PILOT, GENERAL"
-011B4Y,LTCOL,JBAB BOLLING,1,"BOMBER PILOT, GENERAL"
-011B4Y,LTCOL,KIRTLAND,2,"BOMBER PILOT, GENERAL"
-011B4Y,LTCOL,NORFOLK,1,"BOMBER PILOT, GENERAL"
-011B4Y,LTCOL,OFFUTT,4,"BOMBER PILOT, GENERAL"
-011B4Y,LTCOL,PENTAGON,7,"BOMBER PILOT, GENERAL"
-011B4Y,LTCOL,SHAW,1,"BOMBER PILOT, GENERAL"
-011B4Y,LTCOL,STUTTGART VAIHING,2,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,BARKSDALE,12,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,COLORADO SPRINGS,1,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,DYESS,1,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,ELLSWORTH,1,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,JBAB BOLLING,2,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,MACDILL,1,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,MAXWELL,1,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,OFFUTT,9,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,PENTAGON,1,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,UEDEM,1,"BOMBER PILOT, GENERAL"
-011B4Y,MAJOR,WHITEMAN,1,"BOMBER PILOT, GENERAL"
-011E3B,CAPT,DAVIS-MONTHAN,1,"EXPER TEST PILOT, FIGHTER"
-011E3B,CAPT,EDWARDS,2,"EXPER TEST PILOT, FIGHTER"
-011E3B,CAPT,EGLIN,2,"EXPER TEST PILOT, FIGHTER"
-011E3B,LTCOL,DATA MASKED,1,"EXPER TEST PILOT, FIGHTER"
-011E3B,LTCOL,EGLIN,3,"EXPER TEST PILOT, FIGHTER"
-011E3B,MAJOR,DATA MASKED,1,"EXPER TEST PILOT, FIGHTER"
-011E3B,MAJOR,EGLIN,5,"EXPER TEST PILOT, FIGHTER"
-011E3B,MAJOR,WRIGHT PATTERSON,1,"EXPER TEST PILOT, FIGHTER"
-011E3C,MAJOR,HURLBURT FIELD,1,"EXPER TEST PILOT, HELO/VSTOL"
-011E3C,MAJOR,NELLIS,1,"EXPER TEST PILOT, HELO/VSTOL"
-011E3D,MAJOR,EDWARDS,1,"EXPER TEST PILOT, AIRLIFT"
-011E3D,MAJOR,EGLIN,1,"EXPER TEST PILOT, AIRLIFT"
-011E3E,MAJOR,EDWARDS,1,"EXPER TEST PILOT, TANKER"
-011E3F,CAPT,EDWARDS,2,"EXPER TEST PILOT, BOMBER"
-011E3F,MAJOR,EDWARDS,2,"EXPER TEST PILOT, BOMBER"
-011E3Y,LTCOL,WRIGHT PATTERSON,1,"EXPER TEST PILOT, GENERAL"
-011E3Y,MAJOR,WRIGHT PATTERSON,1,"EXPER TEST PILOT, GENERAL"
-011E3Z,CAPT,BOSCOMBE DOWN,1,"EXPER TEST PILOT, OTHER"
-011E3Z,CAPT,EDWARDS,10,"EXPER TEST PILOT, OTHER"
-011E3Z,CAPT,ISTRES LE TUBE,1,"EXPER TEST PILOT, OTHER"
-011E3Z,CAPT,PATUXENT RIVER NA,1,"EXPER TEST PILOT, OTHER"
-011E3Z,LT,EDWARDS,2,"EXPER TEST PILOT, OTHER"
-011E4B,COL,EDWARDS,1,"EXPER TEST PILOT, FIGHTER"
-011E4B,LTCOL,PENTAGON,1,"EXPER TEST PILOT, FIGHTER"
-011E4B,MAJOR,JB LANGLEY-EUSTIS,1,"EXPER TEST PILOT, FIGHTER"
-011E4Y,COL,WRIGHT PATTERSON,1,"EXPER TEST PILOT, GENERAL"
-011F2B,LT,BOISE AIR TERMINA,1,"FIGHTER PILOT, A-10"
-011F2B,LT,MARTIN STATE,2,"FIGHTER PILOT, A-10"
-011F2B,LT,MOODY,20,"FIGHTER PILOT, A-10"
-011F2B,LT,OSAN AB,11,"FIGHTER PILOT, A-10"
-011F2B,LT,SELFRIDGE,1,"FIGHTER PILOT, A-10"
-011F2B,LT,WHITEMAN,7,"FIGHTER PILOT, A-10"
-011F2F,LT,FRESNO IAP,3,"FIGHTER PILOT, F-15"
-011F2F,LT,JACKSONVILLE,3,"FIGHTER PILOT, F-15"
-011F2F,LT,NEW ORLEANS NAS,3,"FIGHTER PILOT, F-15"
-011F2F,LT,PORTLAND INTL,3,"FIGHTER PILOT, F-15"
-011F2F,LT,WESTFIELD BARNES,3,"FIGHTER PILOT, F-15"
-011F2G,LT,LAKENHEATH,21,"FIGHTER PILOT, F-15E"
-011F2G,LT,MOUNTAIN HOME,24,"FIGHTER PILOT, F-15E"
-011F2G,LT,SEYMOUR JOHNSON,24,"FIGHTER PILOT, F-15E"
-011F2H,LT,ATLANTIC CITY MUN,3,"FIGHTER PILOT, F-16"
-011F2H,LT,AVIANO,21,"FIGHTER PILOT, F-16"
-011F2H,LT,BUCKLEY,3,"FIGHTER PILOT, F-16"
-011F2H,LT,DULUTH INTL,3,"FIGHTER PILOT, F-16"
-011F2H,LT,FORT WAYNE,2,"FIGHTER PILOT, F-16"
-011F2H,LT,HOMESTEAD,7,"FIGHTER PILOT, F-16"
-011F2H,LT,JB ANDREWS,3,"FIGHTER PILOT, F-16"
-011F2H,LT,JOE FOSS FIELD,3,"FIGHTER PILOT, F-16"
-011F2H,LT,KUNSAN,20,"FIGHTER PILOT, F-16"
-011F2H,LT,MCENTIRE,7,"FIGHTER PILOT, F-16"
-011F2H,LT,MISAWA,9,"FIGHTER PILOT, F-16"
-011F2H,LT,OSAN AB,10,"FIGHTER PILOT, F-16"
-011F2H,LT,SHAW,38,"FIGHTER PILOT, F-16"
-011F2H,LT,SPANGDAHLEM AB,8,"FIGHTER PILOT, F-16"
-011F2H,LT,TOLEDO EXPRESS,3,"FIGHTER PILOT, F-16"
-011F2H,LT,TULSA INTL,3,"FIGHTER PILOT, F-16"
-011F2J,LT,JB ELMENDORF-RICH,17,"FIGHTER PILOT, F-22"
-011F2J,LT,JB LANGLEY-EUSTIS,18,"FIGHTER PILOT, F-22"
-011F2N,LT,BURLINGTON,3,"FIGHTER PILOT, F-35"
-011F2N,LT,DANE CO REGIONAL,3,"FIGHTER PILOT, F-35"
-011F2N,LT,EIELSON,14,"FIGHTER PILOT, F-35"
-011F2N,LT,FORT WORTH NAS JR,7,"FIGHTER PILOT, F-35"
-011F2N,LT,HILL,33,"FIGHTER PILOT, F-35"
-011F2N,LT,LAKENHEATH,21,"FIGHTER PILOT, F-35"
-011F2N,LT,MISAWA,1,"FIGHTER PILOT, F-35"
-011F2N,LT,MONTGOMERY,3,"FIGHTER PILOT, F-35"
-011F2N,LT,TYNDALL,8,"FIGHTER PILOT, F-35"
-011F3B,CAPT,DAVIS-MONTHAN,7,"FIGHTER PILOT, A-10"
-011F3B,CAPT,MOODY,4,"FIGHTER PILOT, A-10"
-011F3B,LT,DAVIS-MONTHAN,21,"FIGHTER PILOT, A-10"
-011F3B,LT,MOODY,5,"FIGHTER PILOT, A-10"
-011F3B,LT,OSAN AB,9,"FIGHTER PILOT, A-10"
-011F3B,LT,WHITEMAN,1,"FIGHTER PILOT, A-10"
-011F3B,LTCOL,DAVIS-MONTHAN,2,"FIGHTER PILOT, A-10"
-011F3B,LTCOL,MOODY,1,"FIGHTER PILOT, A-10"
-011F3B,LTCOL,NELLIS,1,"FIGHTER PILOT, A-10"
-011F3B,MAJOR,DAVIS-MONTHAN,1,"FIGHTER PILOT, A-10"
-011F3B,MAJOR,MOODY,1,"FIGHTER PILOT, A-10"
-011F3F,CAPT,LAKENHEATH,1,"FIGHTER PILOT, F-15"
-011F3F,LT,FRESNO IAP,1,"FIGHTER PILOT, F-15"
-011F3F,LT,JACKSONVILLE,1,"FIGHTER PILOT, F-15"
-011F3F,LT,KADENA,6,"FIGHTER PILOT, F-15"
-011F3F,LT,NEW ORLEANS NAS,1,"FIGHTER PILOT, F-15"
-011F3F,LT,PORTLAND INTL,1,"FIGHTER PILOT, F-15"
-011F3F,LT,WESTFIELD BARNES,1,"FIGHTER PILOT, F-15"
-011F3F,LTCOL,BAHRAIN,1,"FIGHTER PILOT, F-15"
-011F3F,LTCOL,MOUNTAIN HOME,1,"FIGHTER PILOT, F-15"
-011F3F,MAJOR,KADENA,1,"FIGHTER PILOT, F-15"
-011F3F,MAJOR,LAKENHEATH,1,"FIGHTER PILOT, F-15"
-011F3F,MAJOR,ST LOUIS,1,"FIGHTER PILOT, F-15"
-011F3G,CAPT,LAKENHEATH,6,"FIGHTER PILOT, F-15E"
-011F3G,CAPT,MOUNTAIN HOME,3,"FIGHTER PILOT, F-15E"
-011F3G,CAPT,SEYMOUR JOHNSON,2,"FIGHTER PILOT, F-15E"
-011F3G,LT,LAKENHEATH,14,"FIGHTER PILOT, F-15E"
-011F3G,LT,MOUNTAIN HOME,8,"FIGHTER PILOT, F-15E"
-011F3G,LT,SEYMOUR JOHNSON,27,"FIGHTER PILOT, F-15E"
-011F3G,LTCOL,SEYMOUR JOHNSON,2,"FIGHTER PILOT, F-15E"
-011F3G,MAJOR,ABERDEEN,1,"FIGHTER PILOT, F-15E"
-011F3G,MAJOR,EGLIN AFB,1,"FIGHTER PILOT, F-15E"
-011F3G,MAJOR,LAKENHEATH,2,"FIGHTER PILOT, F-15E"
-011F3G,MAJOR,MOUNTAIN HOME,1,"FIGHTER PILOT, F-15E"
-011F3G,MAJOR,SEYMOUR JOHNSON,1,"FIGHTER PILOT, F-15E"
-011F3H,CAPT,AVIANO,4,"FIGHTER PILOT, F-16"
-011F3H,CAPT,DATA MASKED,1,"FIGHTER PILOT, F-16"
-011F3H,CAPT,EIELSON,10,"FIGHTER PILOT, F-16"
-011F3H,CAPT,GREENVILLE,1,"FIGHTER PILOT, F-16"
-011F3H,CAPT,KUNSAN,8,"FIGHTER PILOT, F-16"
-011F3H,CAPT,MISAWA,4,"FIGHTER PILOT, F-16"
-011F3H,CAPT,NELLIS,5,"FIGHTER PILOT, F-16"
-011F3H,CAPT,SHAW,3,"FIGHTER PILOT, F-16"
-011F3H,CAPT,SPANGDAHLEM AB,4,"FIGHTER PILOT, F-16"
-011F3H,LT,AVIANO,16,"FIGHTER PILOT, F-16"
-011F3H,LT,DULUTH INTL,1,"FIGHTER PILOT, F-16"
-011F3H,LT,EIELSON,2,"FIGHTER PILOT, F-16"
-011F3H,LT,JOE FOSS FIELD,1,"FIGHTER PILOT, F-16"
-011F3H,LT,KUNSAN,7,"FIGHTER PILOT, F-16"
-011F3H,LT,LUKE,3,"FIGHTER PILOT, F-16"
-011F3H,LT,MISAWA,5,"FIGHTER PILOT, F-16"
-011F3H,LT,OSAN AB,7,"FIGHTER PILOT, F-16"
-011F3H,LT,SHAW,13,"FIGHTER PILOT, F-16"
-011F3H,LT,SPANGDAHLEM AB,4,"FIGHTER PILOT, F-16"
-011F3H,LT,TOLEDO EXPRESS,1,"FIGHTER PILOT, F-16"
-011F3H,LT,TULSA INTL,1,"FIGHTER PILOT, F-16"
-011F3H,LTCOL,AVIANO,1,"FIGHTER PILOT, F-16"
-011F3H,LTCOL,MISAWA,1,"FIGHTER PILOT, F-16"
-011F3H,LTCOL,SHAW,3,"FIGHTER PILOT, F-16"
-011F3H,MAJOR,AVIANO,3,"FIGHTER PILOT, F-16"
-011F3H,MAJOR,EIELSON,1,"FIGHTER PILOT, F-16"
-011F3H,MAJOR,GREENVILLE,1,"FIGHTER PILOT, F-16"
-011F3H,MAJOR,HOLLOMAN,1,"FIGHTER PILOT, F-16"
-011F3H,MAJOR,KUNSAN,1,"FIGHTER PILOT, F-16"
-011F3H,MAJOR,MCENTIRE,1,"FIGHTER PILOT, F-16"
-011F3H,MAJOR,MISAWA,2,"FIGHTER PILOT, F-16"
-011F3H,MAJOR,SHAW,2,"FIGHTER PILOT, F-16"
-011F3H,MAJOR,SPANGDAHLEM AB,2,"FIGHTER PILOT, F-16"
-011F3J,CAPT,JB ELMENDORF-RICH,5,"FIGHTER PILOT, F-22"
-011F3J,CAPT,JB LANGLEY-EUSTIS,8,"FIGHTER PILOT, F-22"
-011F3J,LT,JB ELMENDORF-RICH,10,"FIGHTER PILOT, F-22"
-011F3J,LT,JB LANGLEY-EUSTIS,25,"FIGHTER PILOT, F-22"
-011F3J,LT,JB PRL HBR-HICKAM,8,"FIGHTER PILOT, F-22"
-011F3J,LTCOL,JB ELMENDORF-RICH,1,"FIGHTER PILOT, F-22"
-011F3J,LTCOL,JB LANGLEY-EUSTIS,1,"FIGHTER PILOT, F-22"
-011F3J,MAJOR,NELLIS,1,"FIGHTER PILOT, F-22"
-011F3N,CAPT,EIELSON,4,"FIGHTER PILOT, F-35"
-011F3N,CAPT,HILL,3,"FIGHTER PILOT, F-35"
-011F3N,CAPT,LAKENHEATH,12,"FIGHTER PILOT, F-35"
-011F3N,CAPT,MISAWA,2,"FIGHTER PILOT, F-35"
-011F3N,CAPT,TYNDALL,6,"FIGHTER PILOT, F-35"
-011F3N,LT,EIELSON,16,"FIGHTER PILOT, F-35"
-011F3N,LT,HILL,7,"FIGHTER PILOT, F-35"
-011F3N,LT,LAKENHEATH,6,"FIGHTER PILOT, F-35"
-011F3N,LT,LUKE,3,"FIGHTER PILOT, F-35"
-011F3N,LT,TYNDALL,5,"FIGHTER PILOT, F-35"
-011F3N,LTCOL,EBBING ANGB,1,"FIGHTER PILOT, F-35"
-011F3N,LTCOL,EGLIN,1,"FIGHTER PILOT, F-35"
-011F3N,LTCOL,HILL,3,"FIGHTER PILOT, F-35"
-011F3N,LTCOL,LUKE,1,"FIGHTER PILOT, F-35"
-011F3N,LTCOL,MISAWA,1,"FIGHTER PILOT, F-35"
-011F3N,LTCOL,TYNDALL,1,"FIGHTER PILOT, F-35"
-011F3N,MAJOR,EGLIN,3,"FIGHTER PILOT, F-35"
-011F3N,MAJOR,FT WORTH,1,"FIGHTER PILOT, F-35"
-011F3N,MAJOR,LUKE,1,"FIGHTER PILOT, F-35"
-011F3N,MAJOR,NELLIS,3,"FIGHTER PILOT, F-35"
-011F3N,MAJOR,TYNDALL,2,"FIGHTER PILOT, F-35"
-011F3Q,CAPT,JBSA RANDOLPH,1,"FIGHTER PILOT, IFF (AT-38/T-38C)"
-011F3Q,LT,JBSA RANDOLPH,2,"FIGHTER PILOT, IFF (AT-38/T-38C)"
-011F3Q,LT,SHEPPARD,2,"FIGHTER PILOT, IFF (AT-38/T-38C)"
-011F3Y,CAPT,EIELSON,5,"FIGHTER PILOT, GENERAL"
-011F3Y,CAPT,JB LANGLEY-EUSTIS,2,"FIGHTER PILOT, GENERAL"
-011F3Y,CAPT,KADENA,3,"FIGHTER PILOT, GENERAL"
-011F3Y,CAPT,MOUNTAIN HOME,1,"FIGHTER PILOT, GENERAL"
-011F3Y,CAPT,NELLIS,9,"FIGHTER PILOT, GENERAL"
-011F3Y,CAPT,OSAN AB,6,"FIGHTER PILOT, GENERAL"
-011F3Y,CAPT,WHIDBEY ISLAND NA,1,"FIGHTER PILOT, GENERAL"
-011F3Y,COL,SHAW,1,"FIGHTER PILOT, GENERAL"
-011F3Y,LT,WHIDBEY ISLAND NA,3,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,DATA MASKED,1,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,EGLIN,4,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,EIELSON,1,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,EINSIEDLERHOF,1,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,JB LANGLEY-EUSTIS,3,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,KIRTLAND,1,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,MOODY,1,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,MOUNTAIN HOME,1,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,NELLIS,6,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,SEYMOUR JOHNSON,1,"FIGHTER PILOT, GENERAL"
-011F3Y,LTCOL,SHAW,1,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,ALBACETE,1,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,CFB WINNIPEG,1,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,EDWARDS,1,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,EGLIN,2,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,EIELSON,1,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,JBSA LACKLAND-KLY,2,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,MOODY,2,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,MOUNTAIN HOME,3,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,NELLIS,2,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,OSAN AB,2,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,SEYMOUR JOHNSON,2,"FIGHTER PILOT, GENERAL"
-011F3Y,MAJOR,SHAW,2,"FIGHTER PILOT, GENERAL"
-011F3Z,LT,JB LANGLEY-EUSTIS,8,"FIGHTER PILOT, OTHER"
-011F3Z,LTCOL,TYNDALL,1,"FIGHTER PILOT, OTHER"
-011F4B,LTCOL,RAMSTEIN,1,"FIGHTER PILOT, A-10"
-011F4B,MAJOR,OSAN AB,1,"FIGHTER PILOT, A-10"
-011F4B,MAJOR,RAMSTEIN,1,"FIGHTER PILOT, A-10"
-011F4F,CAPT,OSAN AB,1,"FIGHTER PILOT, F-15"
-011F4F,LTCOL,COLORADO SPRINGS,1,"FIGHTER PILOT, F-15"
-011F4F,LTCOL,DAVIS-MONTHAN,1,"FIGHTER PILOT, F-15"
-011F4F,LTCOL,PENTAGON,1,"FIGHTER PILOT, F-15"
-011F4F,LTCOL,RAMSTEIN,1,"FIGHTER PILOT, F-15"
-011F4F,MAJOR,JB LANGLEY-EUSTIS,2,"FIGHTER PILOT, F-15"
-011F4F,MAJOR,JB PRL HBR-HICKAM,2,"FIGHTER PILOT, F-15"
-011F4F,MAJOR,PETERSON,1,"FIGHTER PILOT, F-15"
-011F4F,MAJOR,SHAW,1,"FIGHTER PILOT, F-15"
-011F4G,COL,PENTAGON,1,"FIGHTER PILOT, F-15E"
-011F4G,LTCOL,RAMSTEIN,2,"FIGHTER PILOT, F-15E"
-011F4G,MAJOR,DAVIS-MONTHAN,1,"FIGHTER PILOT, F-15E"
-011F4G,MAJOR,JB LANGLEY-EUSTIS,1,"FIGHTER PILOT, F-15E"
-011F4G,MAJOR,JB PRL HBR-HICKAM,1,"FIGHTER PILOT, F-15E"
-011F4G,MAJOR,SHAW,1,"FIGHTER PILOT, F-15E"
-011F4H,CAPT,JB PRL HBR-HICKAM,1,"FIGHTER PILOT, F-16"
-011F4H,LTCOL,OSAN AB,2,"FIGHTER PILOT, F-16"
-011F4H,LTCOL,PETERSON,1,"FIGHTER PILOT, F-16"
-011F4H,LTCOL,SHAW,1,"FIGHTER PILOT, F-16"
-011F4H,MAJOR,JB LANGLEY-EUSTIS,7,"FIGHTER PILOT, F-16"
-011F4H,MAJOR,JB PRL HBR-HICKAM,2,"FIGHTER PILOT, F-16"
-011F4H,MAJOR,JBSA RANDOLPH,1,"FIGHTER PILOT, F-16"
-011F4H,MAJOR,PENTAGON,1,"FIGHTER PILOT, F-16"
-011F4H,MAJOR,PETERSON,2,"FIGHTER PILOT, F-16"
-011F4H,MAJOR,SHAW,3,"FIGHTER PILOT, F-16"
-011F4J,CAPT,JB ELMENDORF-RICH,1,"FIGHTER PILOT, F-22"
-011F4J,MAJOR,JB LANGLEY-EUSTIS,2,"FIGHTER PILOT, F-22"
-011F4J,MAJOR,JB PRL HBR-HICKAM,1,"FIGHTER PILOT, F-22"
-011F4N,COL,PENTAGON,1,"FIGHTER PILOT, F-35"
-011F4N,LTCOL,PENTAGON,1,"FIGHTER PILOT, F-35"
-011F4N,MAJOR,HILL,1,"FIGHTER PILOT, F-35"
-011F4N,MAJOR,JB ELMENDORF-RICH,1,"FIGHTER PILOT, F-35"
-011F4N,MAJOR,JB LANGLEY-EUSTIS,1,"FIGHTER PILOT, F-35"
-011F4N,MAJOR,KALKAR CITY,1,"FIGHTER PILOT, F-35"
-011F4U,LTCOL,SHAW,1,"FIGHTER PILOT, ALO"
-011F4Y,CAPT,JB ELMENDORF-RICH,2,"FIGHTER PILOT, GENERAL"
-011F4Y,CAPT,JB PRL HBR-HICKAM,2,"FIGHTER PILOT, GENERAL"
-011F4Y,CAPT,OSAN AB,2,"FIGHTER PILOT, GENERAL"
-011F4Y,CAPT,PENTAGON,1,"FIGHTER PILOT, GENERAL"
-011F4Y,CAPT,RAMSTEIN,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,AL DHAFRA,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,ARLINGTON,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,CAMP HUMPHREYS,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,COLORADO SPRINGS,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,FT LEAVENWORTH,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,JB ELMENDORF-RICH,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,JB LANGLEY-EUSTIS,11,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,JB PRL HBR-HICKAM,9,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,JBSA RANDOLPH,3,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,KALKAR CITY,2,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,MACDILL,2,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,MAXWELL,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,OSAN AB,4,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,PENTAGON,8,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,PETERSON,4,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,RAMSTEIN,2,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,SHAW,5,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,STUTTGART VAIHING,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,SUFFOLK,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,TYNDALL,1,"FIGHTER PILOT, GENERAL"
-011F4Y,COL,YOKOTA,1,"FIGHTER PILOT, GENERAL"
-011F4Y,LTCOL,AL DHAFRA,2,"FIGHTER PILOT, GENERAL"
-011F4Y,LTCOL,ANKARA AFM,1,"FIGHTER PILOT, GENERAL"
-011F4Y,LTCOL,CARLISLE BARRACKS,1,"FIGHTER PILOT, GENERAL"
-011F4Y,LTCOL,DAVIS-MONTHAN,1,"FIGHTER PILOT, GENERAL"
-011F4Y,LTCOL,FT RUCKER,1,"FIGHTER PILOT, GENERAL"
