Base,Latitude,Longitude,MGRS,AFSC_Code,AFSC_Full_Name,PDF_URL,Base_URL
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_ELLSWORTH_AFB.html
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_ELLSWORTH_AFB.html
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_ELLSWORTH_AFB.html
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_ELLSWORTH_AFB.html
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_ELLSWORTH_AFB.html
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_ELLSWORTH_AFB.html
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_ELLSWORTH_AFB.html
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_ELLSWORTH_AFB.html
ELLSWORTH AFB,"44°08'54""N","103°05'15""W",13T FJ 52951 90126,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_ELLSWORTH_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FAIRCHILD AFB,"47°38'28""N","117°38'41""W",11T MN 51574 76613,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FAIRCHILD_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,13N1,13N1 (NUCLEAR AND MISSILE OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/13N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,31P1,31P1 (SECURITY FORCES),https://paladindanse111.github.io/AFSC-PDFs/31P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FE WARREN AFB,"41°08'32""N","104°52'41""W",13T EF 10233 54552,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FE_WARREN_AFB.html
FT BELVOIR,"38°43'05""N","77°09'16""W",18S UH 12695 87692,61D1,61D1 (PHYSICIST/NUCLEAR ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/61D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_BELVOIR.html
FT CAMPBELL,"36°39'46""N","87°28'37""W",16S DF 57376 57570,15W1,15W1 (WEATHER AND ENVIRONMENTAL SCIENCES),https://paladindanse111.github.io/AFSC-PDFs/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_CAMPBELL.html
FT CARSON,"38°44'14""N","104°47'19""W",13S EC 18372 87637,15W1,15W1 (WEATHER AND ENVIRONMENTAL SCIENCES),https://paladindanse111.github.io/AFSC-PDFs/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_CARSON.html
FT CAVAZOS,"31°08'22""N","97°45'56""W",14R PV 17679 45711,15W1,15W1 (WEATHER AND ENVIRONMENTAL SCIENCES),https://paladindanse111.github.io/AFSC-PDFs/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_CAVAZOS.html
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,62E1A,62E1A (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GEORGE_G_MEADE.html
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,62E1B,62E1B (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GEORGE_G_MEADE.html
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,62E1C,62E1C (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GEORGE_G_MEADE.html
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GEORGE_G_MEADE.html
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GEORGE_G_MEADE.html
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,62E1H,62E1H (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GEORGE_G_MEADE.html
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,62E1I,62E1I (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GEORGE_G_MEADE.html
FT GEORGE G MEADE,"39°06'14""N","76°44'42""W",18S UJ 49113 29754,63A1,63A1 (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/63A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GEORGE_G_MEADE.html
FT GORDON,"33°24'57""N","82°08'16""W",17S LS 94212 97966,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GORDON.html
FT GORDON,"33°24'57""N","82°08'16""W",17S LS 94212 97966,62E1A,62E1A (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GORDON.html
FT GORDON,"33°24'57""N","82°08'16""W",17S LS 94212 97966,62E1B,62E1B (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GORDON.html
FT GORDON,"33°24'57""N","82°08'16""W",17S LS 94212 97966,62E1C,62E1C (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GORDON.html
FT GORDON,"33°24'57""N","82°08'16""W",17S LS 94212 97966,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GORDON.html
FT GORDON,"33°24'57""N","82°08'16""W",17S LS 94212 97966,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GORDON.html
FT GORDON,"33°24'57""N","82°08'16""W",17S LS 94212 97966,62E1H,62E1H (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GORDON.html
FT GORDON,"33°24'57""N","82°08'16""W",17S LS 94212 97966,62E1I,62E1I (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_GORDON.html
FT LIBERTY (AKA FT BRAGG),"35°08'22""N","78°59'50""W",17S PU 82458 90342,15W1,15W1 (WEATHER AND ENVIRONMENTAL SCIENCES),https://paladindanse111.github.io/AFSC-PDFs/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_LIBERTY_AKA_FT_BRAGG.html
FT RUCKER,"31°20'23""N","85°42'55""W",16R FV 22215 67965,92T0H,92T0H (PILOT TRAINEE HELICOPTERS),,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_RUCKER.html
FT STEWART,"31°52'05""N","81°36'32""W",17R MR 42404 25972,15W1,15W1 (WEATHER AND ENVIRONMENTAL SCIENCES),https://paladindanse111.github.io/AFSC-PDFs/15W.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_FT_STEWART.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,14N1,14N1 (INTELLIGENCE),https://paladindanse111.github.io/AFSC-PDFs/14N.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GOODFELLOW AFB,"31°26'09""N","100°24'03""W",14R LV 66873 78753,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GOODFELLOW_AFB.html
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GRAND_FORKS_AFB.html
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,32E1A,32E1A (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GRAND_FORKS_AFB.html
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,32E1C,32E1C (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GRAND_FORKS_AFB.html
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,32E1E,32E1E (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GRAND_FORKS_AFB.html
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,32E1F,32E1F (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GRAND_FORKS_AFB.html
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,32E1G,32E1G (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GRAND_FORKS_AFB.html
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,32E1J,32E1J (CIVIL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/32E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GRAND_FORKS_AFB.html
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,38F1,38F1 (FORCE SUPPORT),https://paladindanse111.github.io/AFSC-PDFs/38F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GRAND_FORKS_AFB.html
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GRAND_FORKS_AFB.html
GRAND FORKS AFB,"47°57'07""N","97°22'57""W",14T PU 20768 12225,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_GRAND_FORKS_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,62E1A,62E1A (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,62E1B,62E1B (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,62E1C,62E1C (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,62E1H,62E1H (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,62E1I,62E1I (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,63A1,63A1 (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/63A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,65F1,65F1 (FINANCIAL MANAGEMENT),https://paladindanse111.github.io/AFSC-PDFs/65F.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HANSCOM AFB,"42°27'23""N","71°16'35""W",19T CH 12823 02961,71S1,71S1 (SPECIAL INVESTIGATIONS),https://paladindanse111.github.io/AFSC-PDFs/71S.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HANSCOM_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,13M1,13M1 (AIRFIELD OPERATIONS),https://paladindanse111.github.io/AFSC-PDFs/13M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,15A1,15A1 (OPERATIONS ANALYSIS OFFICER),https://paladindanse111.github.io/AFSC-PDFs/15A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,21A1,21A1 (AIRCRAFT MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,21M1,21M1 (MUNITIONS AND MISSILE MAINTENANCE),https://paladindanse111.github.io/AFSC-PDFs/21M.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,21R1,21R1 (LOGISTICS READINESS),https://paladindanse111.github.io/AFSC-PDFs/21R.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,35P1,35P1 (PUBLIC AFFAIRS),https://paladindanse111.github.io/AFSC-PDFs/35P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,61D1,61D1 (PHYSICIST/NUCLEAR ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/61D.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,62E1A,62E1A (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,62E1B,62E1B (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,62E1C,62E1C (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,62E1E,62E1E (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,62E1G,62E1G (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,62E1H,62E1H (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,62E1I,62E1I (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/62E.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,63A1,63A1 (DEVELOPMENTAL ENGINEER),https://paladindanse111.github.io/AFSC-PDFs/63A.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
HILL AFB,"41°06'36""N","111°58'56""W",12T VL 17530 51433,64P1,64P1 (CONTRACTING),https://paladindanse111.github.io/AFSC-PDFs/64P.html,https://paladindanse111.github.io/AFSC-PDFs/BASE_HILL_AFB.html
